author,comment,likes,published_at
@LagiCamping,5x berturut turut AS ingkar janji.. 😢,0,2026-04-18T17:07:58Z
@muhamadtaufiktaufik,Rezim trum jahanam cara  apapun dihalalkan ini rezim gk boleh dikasih nafas habiskan rezim trum si pendusta,0,2026-04-18T17:03:45Z
@leonbapuk,Mamarika negara MALING,0,2026-04-18T17:02:11Z
@muhamadtaufiktaufik,Masih dipercaya aja itu rezim trum jahanam,0,2026-04-18T17:00:26Z
@ukazofficial,"❤Iran❤Allohuakbar... Hancurkan setan setan Israel zionis & Amerika🇺🇸 As, biadab keji...!! Laknatullah!! 😠😠😠",0,2026-04-18T16:59:13Z
@junaidiazza5346,"Mentang-mentang dollar sih , jadi as suka suka dia",0,2026-04-18T16:52:02Z
@indralesmana5720,Berani gak tuh AS menahan Kapal dari China atau Rusia 😂,0,2026-04-18T16:45:38Z
@kopok9335,"Ini dinamakan perang undur2 maju ,,nga jelas perang AS vs Iran ini ,kayaknya ini perang nga jelas ujungnya ,,karena perang mundur maju ,,nga ada yg jelas mana yg menang mana yg kalah hihi sama2 mengaku semuanya menang ,AS mengaku menang Iran juga mengaku menang ,,ini kayaknya perang ini bakalan panjang ini mah ujung2 nya senjata nuklir akan keluar ini mungkin ini sudah KA endak yg maha kuasa mungkin ini untuk akan mengancurkan dunia ini 😅",0,2026-04-18T16:44:56Z
@Yaqfash88,Lebih baik perang sampai habis... Hadapi sampai titik darah penghabisan binasakan militer AS juga Donald duck... Manusia licik harus mati... Hidup Persia... Takbir ❤❤❤,0,2026-04-18T16:38:08Z
@zaharahbintiharunzaharah5960,Meletuplah MATAHARI.. KIAMAT LAH..,1,2026-04-18T16:37:17Z
@mohsaddam1429,Truml tak ada Niat Baik. Nuklir Hanya dalih trump. Niat utama nya trump mau ngambil Minyak Iran. Maksud trump Iran di Anggap seperti Venezuala. Mudah di takluk kan,0,2026-04-18T16:37:15Z
@zaharahbintiharunzaharah5960,Meletuplah semua KAPAL MINYAK.. semua LADANG MINYAK.. KIAMAT LAH..,1,2026-04-18T16:36:56Z
@christl2127,si oyen udah kayak bocah roblox,0,2026-04-18T16:31:01Z
@Duniaanak-007,Yesus aja mereka salip,0,2026-04-18T16:30:23Z
@pandiajah5814,Harus di tampar lebih keras lagi amerika ini gpunya muka,0,2026-04-18T16:29:42Z
@mediaonline4227,Dunia bersatu serang armada as,0,2026-04-18T16:28:31Z
@elDinsz,"Donald bebek itu penipu ulung, dia buat BoP agar anggotanya ikut  manut manut sama dia",0,2026-04-18T16:22:01Z
@supriyantokhairan,Dasarnya licik akan selalu licik selamanya .As dan sirewel akan kesusahan sendiri,0,2026-04-18T16:18:17Z
@kadaluarsa1728,"eropa dan lainnya harus kompak ke negara penjahat sebenarnya,",0,2026-04-18T16:16:45Z
@tommywasissugihono6282,Kapal Pertamina sudah lewat waktu blokade dibuka beberapa hari lalu? Hal seperti ini pasti terjadi melihat model Trump...,0,2026-04-18T16:13:51Z
@jjexxxx,Bagusnya trus prang sampai salah satu Negara menyerah,0,2026-04-18T16:11:40Z
@NurainFarzanaAbdulRahman,Trump itu Gila la saya ingat...mengusahkan orang betul...,0,2026-04-18T16:03:49Z
@yogirizky8611,"Iran punya harga diri brooo 😊
Haram bagi iran tunduk sama dajal 🔥🔥🔥🔥",0,2026-04-18T15:58:48Z
@pemburublanak,Metro ini emm berani melabeli AMERIKA dengan kata yang pantas. PERAMPOK dan pengingkar janji. Salut sama team redaksi metro. Bravo metro,0,2026-04-18T15:55:58Z
@Listatina2437,as jadi bajak laut,0,2026-04-18T15:55:43Z
@kampoengbatu,Ini kayaknya cuma ngulur waktu aja. Pasukan daratnya sudah mulai strateginya,0,2026-04-18T15:53:18Z
@AanAndri-l5t,Trump itu sudah GILA maknya pernyataan dn janjinya selalu berubah ubah.😅😅,0,2026-04-18T15:50:39Z
@mrpeaceworld,😂😂😂😂😂 AS BELUT yg sdh kalah pamor dgn IRAN negara maunkadi Super Power ke 4 ❤❤❤❤,0,2026-04-18T15:48:41Z
@BOSAM-w7h,Hhhh gila emg As,0,2026-04-18T15:45:06Z
@LatifahLatifah-l7x,Sudah nyata tujuan as sbnary bukan nuklir tp PGN minyak dr iran ini namanya pemalakan,0,2026-04-18T15:43:43Z
@Erland-24,"harusnya iran nipu amrik jg , g usah buat nuklir , buat aja rudal yg jarak jangkaunya sampe 30ribukm kwkwkwk",0,2026-04-18T15:42:06Z
@gintingprintis8112,Bener2 sdh gila ne si donal.  Omongan ny ke bocah  tdk konsisten,0,2026-04-18T15:41:24Z
@iwanbagas5046,Coba tembk dkit kapl AS yg blokir selat hormuz mundur gk..,0,2026-04-18T15:35:30Z
@hajijalil7147,Go bravo Iran tetap semangat Iran,0,2026-04-18T15:34:46Z
@khisanharis4772,Kompromi kok sm mamarika.... gak akan menguntungkan.... trs pemimpin kita malah berkompromi.... Goblock nya mang unlimeted.... nggak habis2,0,2026-04-18T15:33:02Z
@percetakanlanggeng6276,Negara adidaya Kena batunya.sampek bingung .mau menyerah malu gak menyerah tambah hancur ekonominya,0,2026-04-18T15:30:39Z
@sakirman000,Ngak ada punya rasa malu Donal bebek ini akhir dari teroriz Amerika dan israel,0,2026-04-18T15:25:53Z
@netizenjulids,"Buka tutup, buka tutup, gampang banget dibohongi AS wakakaka.",0,2026-04-18T15:23:30Z
@antokantok4744,"perang saja jangan gencatan, as memanfaatkan rencana gencatan buat cari kesempatan buat hancurin Iran. sebab as licik dan pe ngecut penuh drama",0,2026-04-18T15:22:17Z
@Rahmatsimatupang9,Oke lanjut hajarr sampai leburrr.... tabarakalloh abah donal,1,2026-04-18T15:21:03Z
@KLIPHORRORONE,Yg ngebet pngen damai 😂😂😂,0,2026-04-18T15:17:30Z
@darmansyah7595,Hahaha bop gimana ni...Iran aj dibohongin ..sama donat,0,2026-04-18T15:16:05Z
@KLIPHORRORONE,"Susah sih,,",0,2026-04-18T15:12:31Z
@noyogenggong-g2t,"Keren IRAN.... 
Dasar garong dunia!!!! Harus ada yg berani lawan... Licik tetap saja licik AS...",1,2026-04-18T15:10:30Z
@agengen3729,Iran harus mempercepat bikin senjata niklirnya. Supaya setan setan itu  tidak macam macam lagi.. ayoooo iran bikin cepat nuklirnya. Jangan dengar setan pembohong itu...,0,2026-04-18T15:10:15Z
@xguy69,Alasan nak serang walau berjanji tapi mungkiri janji begitulah kafir laknatullaah selagi kemahuan tidak dituruti.,0,2026-04-18T15:08:09Z
@awaniwan4069,"Amerika ko dipercaya ,apalagi yg mimpin trump odgj",0,2026-04-18T15:02:10Z
@qireykia5833,"Biar semua manusia di dunia tahu,siapa penjahat dunia ini sebenarnya? As dan Israel tak ubah nya iblis dan dajjal,satu dunia mengatakan dia salah,dia tak pernah merasa salah😂",0,2026-04-18T15:01:53Z
@atiklisnawati8244,"Sepertinya pertempuran Antara amerika vs iran jg israel,,semua ya sama kuat ya,(tdk ada yg menang & kalah).
Krn yg kalah justru rakyat kecil,bgtu jg di konoha.🤣",0,2026-04-18T15:01:43Z
@saroxiokenjiro6996,"Nampaknya strategi donal bebek cs ingin menduduki pulau kharg.. kapal nato utk tambahan menangkis spam drone+rudal+kapal2 kecil Iran & pesawat2 tempur sdh mengintai titik2 peluncuran rudal Iran..
Disatu sisi lain utk memecah kosentrasi Iran pasukan darat mulai masuk ke wilayah Iran di lindungi dengan Air Strike..Semoga Iran punya Strategi yg jitu untuk menghalau ini semua..Bravo Iran..👍👍👍",0,2026-04-18T15:01:10Z
@MariajannahJanna,"jangan percaya, dah jadi makananaya kalo ingkar janji tuh, lawan aja biar keangkuhannya hancur...",0,2026-04-18T15:00:55Z
@abas40bingaduh43,"Terima kasih ulasan
TERBAIK Iran
JANGAN bagi muka as.
Trump adalah gengster no 1 DIDUNIA ini..",0,2026-04-18T14:51:49Z
@DianSpt-z4n,Bravo iran lanjutkan pembalasan mu tidak ada perundingan dengan donald trump gak bisa di percaya licik,0,2026-04-18T14:50:32Z
@barosseven,"Iran ini terlalu banyak drama, sudah tau negara itu susah di percaya tapi masih mau percaya , terlalu baya drama kau iran",0,2026-04-18T14:48:26Z
@JT606,Amerika sudah jadi bajak laut internasional di perairan Iran...Iran melawan bajak laut untuk mundur 👌👌 Iran punya hak penuh di selat hurmuz,0,2026-04-18T14:48:19Z
@apippudin9996,Jangan pernah percaya dengan AS dan Isrewel,0,2026-04-18T14:47:42Z
@MuzhiBenkBenk,"amerika (trump) kok dipercaya,beda detik beda perkataan,",0,2026-04-18T14:47:09Z
@ichagiti13,Amerika Skrang mnjadi negara maling dan rampok,0,2026-04-18T14:44:05Z
@okta4976,"Lanjutkan saja. Iran kembali menyerang dan blokade Selat Hormuz.
Amerika tetap hancurkan infrastruktur. Bom terus termasuk hancurkan  ekonominya (kilang minyak, jembatan, pelabuhan, pabrik pabrik, air, listrik dan yang lain). Tidak perlu kirim pasukan darat yang mahal. Cukup bom pakai bom bodoh murah. Sambil hancurkan semua truk supply darat yang masuk. Gimana produksi tanpa listrik. Emang buat rudal atau pengayaan nuklir pakai tangan😂😂
Inipun masih belum termasuk yang masih ngincer pemimpin pemimpinnya dan blokade Amerika yang sekali gerak, 3 kepukul: Iran, Cina, Arab
Cina puyeng karena Iran & Venezuela ketutup. Arab di Selat Hormuz ketutup juga & ekonomi mereka suram.",0,2026-04-18T14:44:05Z
@edoCarinal,"Kirim bon atom ke Iran,biar dibuka ,USA jaya dunia sejahtera,contoh nya bom atom hirosoma Nagasaki,bayangkan Jika saat itu tidak di bom atom oleh amerika",0,2026-04-18T14:41:14Z
@enonov3822,"Bagus Iran kembali tutup selat Hormus,,, Semoga kesepakatan damai menemukan jalan Buntu.. yg artinya Serangan besar besaran As israel ke iran akan terjadi yang artinya Kehancuran iran semakin di depan mata... dan sy ingin melihat kehebatan militer AS-israel kembali membombardir Iran. Untuk memusnakan Rezim iran dari muka bumi 😂😂😂",0,2026-04-18T14:40:26Z
@AkupastiBisa-z9p,Amerika Israel dan sekutunya tetep tidak bisa di PERCAYA wajib di HANCURKAN,0,2026-04-18T14:39:11Z
@Agusfathan-x9b,Gak bs du percaya genctan usa,0,2026-04-18T14:38:10Z
@mshodiq-i8x,"Gaya bicaranya kayaknya nipu orang dan agresif, pasti bohong lagi itu bocil tua",0,2026-04-18T14:32:34Z
@iwantoni6399,Betapa rumitnya  berurusan  dgn amerika...tapi dunia  seolah2 pejam  mata..😂,0,2026-04-18T14:31:50Z
@dimayara1044,"Ga kelar"" kalau gini yaaaa😢😢😢😢😢😢",0,2026-04-18T14:31:33Z
@rakatheexplorer1596,Negara rajanya standar ganda kok dipercaya,0,2026-04-18T14:30:32Z
@SakinahAngel-h8k,Masih aja Iran ini begok nya percaya sama AS dan Israel.klau sdah perang jngan menyerah musnah kn Israel dan AS sampai dunia kiyamat,0,2026-04-18T14:21:47Z
@DesterinaTege,Jangan percaya samamedia iran.,0,2026-04-18T14:20:59Z
@IskanderM-o7i,oten kecewa,0,2026-04-18T14:20:07Z
@gatotwaloyo7817,"Amerika itu tidak bisa  di percaya. Tapi kenapa prabowo masih jadi jongos Amerika.
Dulu menghina jokowi antek cina. Sekarang prabowo terang terangan jadi jongos Amerika.",0,2026-04-18T14:19:30Z
@MuhammadShofin-t9m,😅😅😅 lucu lucu lucu wkwkw,0,2026-04-18T14:19:24Z
@zfjh9068New,Trump lagi dan lagi,0,2026-04-18T14:08:19Z
@SniperAssasin3020,"Intinya USA ingin seluruh negara-negara yg melintas di selat Hormuz harus ""bayar"".. gitu aja repot",0,2026-04-18T14:05:12Z
@raju-p9z4s,bisa jadi us memperlakukann hal yg sama kepada Indonesia,0,2026-04-18T14:02:52Z
@DeriAde-cu1xg,لا إله إلا الله لا إله إلا الله,0,2026-04-18T14:01:10Z
@Heruindodjoyo,Cabut gencatan senjata hancurkan pangkalan militer Amerika. Trumph dan Netanyahu tidak bisa di percaya. Kedua negara itu kebanyakan propaganda,0,2026-04-18T14:00:21Z
@adi_chanel255,"Sudah dijelaskan di Alquran...
Si kafir bila pasti akan melanggar perjanjian.
Gitu kok Indonesia gabung BOP, mana  mau AS Israel lihat palestina merdeka",0,2026-04-18T13:59:01Z
@SAMSURIZAL,"Tak bakalan damai, kecuali Trump terbunuh.",0,2026-04-18T13:58:07Z
@KepoSantuy-v8z,Tutup aj selamanya buat musuh Iran. Bikin rudal sebayak banyaknya. Negosiasi hanya akal akalan Trump,0,2026-04-18T13:56:05Z
@MmaiwanMohammad,Setan usa sebentar lagi hancur dg presiden yg orang gila,0,2026-04-18T13:53:49Z
@bakmizahra9134,Amerika gak bisa di percaya Iran jangan mau di permainkan..,0,2026-04-18T13:53:34Z
@muarahikmah,"Indonesia katanya nonblok tapi kenapa ketika Amerika dan Israel serang Iran tidak dikecam atas dasar kemanusiaan. Jangan pro dengan yang  dukung penjajah Bpk. Jangan takut miskin karena Amerika, lihatlah Iran. Rakyat bersamamu",0,2026-04-18T13:52:56Z
@MmaiwanMohammad,USA negara para pembohong..penjahat dunia,0,2026-04-18T13:52:32Z
@SulaimanHkumairoh,Mantaap . Iran harus melawan sepenuhnya 😅😅😅,1,2026-04-18T13:50:50Z
@choirulxanwar,Dajjjal dipercaya😂,0,2026-04-18T13:47:40Z
@cessgppas1244,Sejak dahulu mereka emang licik,0,2026-04-18T13:47:24Z
@Yotube_Kaysha,"Mana pendukung si pikun.. Solusinya gimana ini..??? 
Namanya juga pikun bilang gini lupa lagi.. Sudah biasa pikun ini",0,2026-04-18T13:46:16Z
@YoyonGanteng-r2s,AS masih penasaran sama minyak Iran. Akankah minyak Iran bisa jatuh ke tangan perampok abad ini yaitu Amerika,0,2026-04-18T13:46:05Z
@SulaimanHkumairoh,Mantaap semua kuasa penuh Iran insyaallah inilah yg benar dan semoga Iran sukses amiin,0,2026-04-18T13:44:23Z
@AKUVIKY,Trum gajelas,0,2026-04-18T13:43:51Z
@andisetiawan227,"Jangan pernah percaya omongan nya iblis 99,9% berbohong dan 0,01% diragukan..",3,2026-04-18T13:43:13Z
@Sholehan-l4n,Seharusnxa tiap2 negara memutus hububgan deplomatik dengan as,0,2026-04-18T13:39:59Z
@wiwitrudianto1643,Sudah jangan percaya amirika. Mereka licik. Lanjutkan saja perang dengan amirika.,0,2026-04-18T13:38:35Z
@ASMRRELAXINGFIREPLACEID,Emang amerika-israel adalah bajingan tidak akan pernah menepati janji,0,2026-04-18T13:38:19Z
@doconcosurg8588,"di belakang layar amrik sudah persiapan nyerang, emang negara satu ini ga bisa dipercaya",0,2026-04-18T13:37:20Z
@AdiAdi-qr7xg,"Trump plin plan, jejali granat mulut nya😂",0,2026-04-18T13:36:48Z
@agenbrilinkapapcell8821,Gara2 Amerika semua rakyat dunia menderita...,1,2026-04-18T13:36:16Z
@aulinaazhariyah7645,Jgn percya trump pst ingkar krn org2 ingkar pengkiant kafir,0,2026-04-18T13:33:58Z
@10_G,"amerika itu tukang tipu
org presiden kita aja percaya,kalo beraknya trum kluar emas😂",0,2026-04-18T13:33:06Z
@FadliAhmat-y7d,"Mantap,, jangan pernah percaya sama amerika dan Israel ❤",0,2026-04-18T13:27:16Z
@maaemamag495,Iran harus benarkan China dan Rusia mengiringi kapal2 negara mereka dengan jet tempur ..supaya AS tidak menyerang kapal2 mereka belayar..jika AS kacau mereka bisa tembak sahaja As..menjadikan AS melawan dengan semua sekutunya sebab kejahatan menyekat kapal2 lalu d perairan iran,0,2026-04-18T13:26:02Z
@fadilfabian9563,Mungkin ini adalah strategi as dan isriwil untuk mengisi ulang amunisi sebelum melakukan penyerangan skala besar,0,2026-04-18T13:25:26Z
@NoOneHereThen,"Banyak Drama .Si Iranian Regime .
😂😂😂😂😂😂😂",0,2026-04-18T13:24:42Z
@Arbani-m1g,Kami sekeluarga pilih iran,0,2026-04-18T13:24:11Z
@MonaCantik-v1r,"Lucu ya as,,bisa2 blokade yg bukan jalur dia...klo indonesia blokade jalur eropa boleh ga???,😂😂😂😂😂😂",0,2026-04-18T13:23:47Z
@NingJapan,Indonesia apakah Tidak di licikin NNTI oleh Amerika,0,2026-04-18T13:21:48Z
@adnantambun8907,Iran buat mainan AS😂😂😂😂😂,0,2026-04-18T13:20:49Z
@andasuryanto2570,"gencatan senjata 2 minggu doangkan, terakhir besok .... yaaahhhh dirudal lagi deh kapal2 amrik 😂😂😂",1,2026-04-18T13:20:12Z
@fotocopymultimedia,trump itu plinplan dan galau duinya dh habis,0,2026-04-18T13:19:18Z
@rahmanhidayat3193,kalo emang iran sanggup mending gak usah demgerin as dan israel karena 2negera ini tukang bohong semua selalu sama cara mereka merampok kekayaan negara lain.,0,2026-04-18T13:16:48Z
@anggriawanslakasseng,Amerika dari dulu memang selalu nya ingkar janji... SDH lumrah rasanya 😂.. munafik,0,2026-04-18T13:16:27Z
@ruslanarfan3517,Chord pertama kali lihat presiden kayak gini di Amerika keoar mulutmu Trump udah kalah 🤣🤣🤣🤣🤣🤣🤣🤣,0,2026-04-18T13:15:51Z
@Pipi-s8b3w,Tutup selama 40tahun...ayu iran.,0,2026-04-18T13:14:20Z
@stephenhanani625,Betul presiden soekarno!,0,2026-04-18T13:13:57Z
@AgussapriyantoApriyanto,Udah pada gila as iran😅,0,2026-04-18T13:13:51Z
@bobyalbertandrian,"terima kasih metro tv sudah memberikan informasi yg akurat
❤❤🇮🇷🇮🇷❤️❤️🇪🇭🇪🇭❤️❤️🇦🇪🇦🇪",1,2026-04-18T13:13:32Z
@everest914,BRAVO IRAN 🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷,0,2026-04-18T13:13:00Z
@santrikaffah6882,"Keren re[prternya, Amerika dengan rekam jejak pengianatan",0,2026-04-18T13:11:17Z
@dzrkak,Israel dan amerika kok dipcy...udah dr dulu khianat.....,0,2026-04-18T13:10:59Z
@ZetMuttaqin,"Jangan percaya Amerika dan Israel,",0,2026-04-18T13:09:20Z
@HighTecnology-r6z,Iran ❤❤❤❤❤,0,2026-04-18T13:08:50Z
@GusMan-m7z7g,Baku habis sj gk usah baku ancam jk punya coba tes 😂,0,2026-04-18T13:08:19Z
@imambudy9061,"Udah2 gak usah dipercaya, perjanjian aneh2 itu cuma strategi semata buat AS. 

INGAT tragedi ""highway of death"" 

Dah pojok kan aja terus tu AS. Biar trump terpojok secara ekonomi dan politik. Gua yakin kalah2 itu trump",0,2026-04-18T13:06:29Z
@FiqhyUlumudin,"Innalillahi wa Inna ilaihi Rooji'un, yg terhormat Iran jgn percaya mereka, dlu nabi Musa aja di ingkari apalagi kita",0,2026-04-18T13:05:21Z
@Davidben-gurion,Kaga ada sejarahnya negara licik para kafer bisa mudah ngelawan orang orang beriman,0,2026-04-18T13:04:51Z
@satriarantassemu1158,"lucu melihat donal bebek ngomong, meninggikan dirinya sendiri,membuat keputusan sendiri,merasa paling benar sendiri 😂😂 pantes aja di bawah rezim donal bebek amerika gak punya sedikitpun harga dirinya,memalukan,ingin meramas kedaulatan negara iran dgn tindakan kekerasan sungguh memalukan. semoga iran,irgc,rakyat iran selalu dalam lindungan allah swt penguasa alam semesta,pencipta langit dan bumi.aamiin...",0,2026-04-18T13:04:44Z
@junadiaja4594,Dari kama nabi yahudi nasranin jangan di percaya lihat sejara islam kami,0,2026-04-18T13:04:26Z
@KomangAra-v1u,Iran jadi mainan us😂😂,0,2026-04-18T13:03:35Z
@Black.ID.Studio,Amerika dan israel koq dipercaya sih..omongan trump kayak banci..selama pimpinan trump koq amerika makin sadis dan bengis ya..bukannya membawa kedamaian malah mengobarkan perang..makin terang terangan berperan sebagai preman dunia..PBB ya diam saja gak pernah menghukum amerika...gunanya PBB itu apa!!,0,2026-04-18T13:03:17Z
@Supardiyana-u8p,"BEBEK LAGI BEBEK LAGI 
GARA GARA BEBEK   DUNIA JADI TIDAK DAMAI DAN TENTRAM 

BRAVO IRAN ❤",0,2026-04-18T13:03:02Z
@NisakAbusiri,Tuhan aja di bunuh 🤣🤣🤣 apa lagi cuma manusia,0,2026-04-18T13:02:45Z
@SabrinaAulia-u8t,Amerika israel gak bisa di percaya otak ya licik gass terus jangan kasih kendor,0,2026-04-18T13:00:22Z
@oNeHanDGuN,pirates one piece is real guys..,0,2026-04-18T12:59:30Z
@juliaramdani,sudah sesuai ajarannya 😂 bebas berbohong kapan saja di trump,0,2026-04-18T12:59:11Z
@masfatth5382,Jangan percaya America emang penghinat,0,2026-04-18T12:58:02Z
@masyhudimasyhudi4824,Jangan pernah percaya.dengan amirika dan sekutunya.dalih gencetan senjata.gencetan senjata mereka..untuk mendapatkan pengiriman senjata ke Israel.,0,2026-04-18T12:57:07Z
@JujuWasriah,para ilmuwan dimakan genderewo,0,2026-04-18T12:56:10Z
@febriyan-k5y,Dajjal Amerika ga bisa dipercaya,0,2026-04-18T12:55:00Z
@Beritaanakparet,Harus nya ssmua negara kasi kan js kekayaan sama as dan israel jadi tdk ada lg perang2,0,2026-04-18T12:54:17Z
@romidodipurwanto8178,"Masing-masing masih merasa kuat dan hebat, jalan satu-satunya adalah lanjutkan perang sampai rezimnya habis, benar-benar kalah dan menyerah.",0,2026-04-18T12:53:25Z
@aspiannoor4848,Wah tambah lagi ranjau laut dan darat mantap iran,1,2026-04-18T12:52:53Z
@BahrinSipahutar,Semoga Trump mendapatkan karma atas kejahatannya yg selalu menzolimi,0,2026-04-18T12:49:32Z
@syukroon123,Beredar kabar ribuan tentara as kelaparan ditengah laut akibat tdk bisa kirim pasokan kekapal perangnya dg beaya oprasional besaar 100milyar/hari/kapal yg semuanya ada 16 kapal,3,2026-04-18T12:45:33Z
@miftakhularif8180,"Saya suka metro tv, karena Amerika memang perampok dan penjajah , mantap metro tv",0,2026-04-18T12:44:20Z
@budimansidik652,"Iran sangat cerdas menghadapi manuver licik Amerika.
Iran membuktikan kpd dunia internasional bhw pihaknya tdk beniat menutup atau membuka selat hormuz utk membuat ekonomi dunia terguncang, tetapi itu akibat ulah Amerika yg mengancam keamanan dan kedaulatan Iran.
Jika pasukan arnada laut   Amerika pergi meninggalkan kawasan teluk dan tdk menyerang Iran lagi, yakinlah Iran akan menormalisasi kembali selat hormuz.
Selagi Amerika masih mengancam dan memblokade laut dikawasan teluk, jangan berharap Iran mau menormalisasi selat hormuz. Trump akan bermimpi terus....Trump berhalusinasi menjadi penguasa dunia internasional,   shg dia sekehendak hatinya mendikte, menekan, memaksa negara lain utk tunduk dan patuh pada keinginannya secara absolut tdk boleh ada yg berani membantah.
Tapi sayang kesombongan dan keangkuhan Trump terbentur tembok persia.
Iran teguh pada prinsip, setia pada janji dan tdk mau diganggu kedaulatannya.",0,2026-04-18T12:44:05Z
@syaifulanwar4423,"ORANG ORANG KAFIR YG MENGAKU ANAK TUHAN INI SOMBONG. SUDAH DI JELASKAN DI DALAM Al Quran dan bible. 

Qs. AL MAIDAH AYAT 13
(Namun,) karena mereka melanggar janjinya, Kami melaknat mereka dan Kami menjadikan hati mereka keras membatu. Mereka suka mengubah firman-firman (Allah) dari tempat-tempatnya dan mereka (sengaja) melupakan sebagian pesan yang telah diperingatkan kepada mereka. Engkau (Nabi Muhammad) senantiasa akan melihat pengkhianatan dari mereka, kecuali sekelompok kecil di antara mereka (yang tidak berkhianat). Maka, maafkanlah mereka dan biarkanlah. Sesungguhnya Allah menyukai orang-orang muhsin.

Matius 12:34 (TB): ""Hai kamu keturunan ular beludak, bagaimanakah kamu dapat mengucapkan hal-hal yang baik, sedangkan kamu sendiri jahat? Karena yang diucapkan mulut meluap dari hati"".

Keluaran 33:3: ""...Sebab Aku tidak akan berjalan di tengah-tengahmu, karena engkau ini bangsa yang tegar tengkuk, supaya Aku jangan membinasakan engkau di jalan.""Keluaran 33:5: ""Berfirmanlah TUHAN kepada Musa: ”Katakanlah kepada orang Israel: Kamu ini bangsa yang tegar tengkuk. Jika Aku berjalan di tengah-tengahmu sesaat pun, tentulah Aku akan membinasakan kamu...""",0,2026-04-18T12:43:43Z
@winda3504,Trumpil udh tanggung malu tambah parah stresnya😂,1,2026-04-18T12:42:38Z
@Achyar88-o6c,"Staretegi Licik nya kok Nipu Terang Terangan,, ?",0,2026-04-18T12:42:11Z
@fatursoto,Amerika penjajah terkututuk,0,2026-04-18T12:41:59Z
@NengArumy,Si trm lah pembawa bencana srmoga mnusia ini cpt selesai,1,2026-04-18T12:41:41Z
@fatursoto,Amerika bajingan TERKUTUK,0,2026-04-18T12:41:37Z
@drhasannurhasan3015,lanjut perang sampai donal bebek lengser..,0,2026-04-18T12:41:21Z
@petualangTB,"harga diri amerika di kencingi trump sendiri. MJADI NEGARA PERAMPOK,NEGARA PLINPLAN. NEGARA MUNAFIK DAN NEGARA AROGAN.. SNGAT JIJIK SEKALI",1,2026-04-18T12:41:09Z
@beyongan9386,Jangan mau di tipu sama amarika 😂😂,0,2026-04-18T12:40:06Z
@awan_indonesia-i3n,United Pirate Sates of America.  UPSA  😂😂😂😂😂😂😂😂,0,2026-04-18T12:38:46Z
@opo1ind,Jgn percaya dgn amerika karena amerika israel antara iblis dan setan,0,2026-04-18T12:37:48Z
@sigmanetmedia9870,"kata Iran loe jual gue beli, mental Persia nih memang beda",0,2026-04-18T12:36:11Z
@parluhutansiahaan-f3l,"Jika benar iran tdk mau berdamai dan kalah, khususnya para pemimpin rezim punya pandangan jika diterima perdamaian mereka maksudnya para pemimpin rejim lebih baik tewas di rudal akibat perang, karena akan mati sahid dr pada kalah dan berdamai,  mereka akan diadili atas pelanggaran ham dan pelanggaran internasional sebagai teroris yg .memerangi negara tetangga, akhinya nasibnya akan menyedihkan jika ada pengadilan terhadap mereka. Mereka sadar seperti sadam husin presiden irak. Salam sadar.",0,2026-04-18T12:34:37Z
@FahrizalAlamsyahPutra-r7d,As labil,0,2026-04-18T12:34:00Z
@grm-j9k,Mental penjajah AS sulit diubah sebagaimana mental korup para pejabat Konoha...,0,2026-04-18T12:33:06Z
@rudiansyahsecond8113,"Trump saat terjepit minta dibuka dg janji akan menyepakati beberapa hasil perundingan, hingga akhirnya Iran benar2 membuka selat, setelah dibuka dipikir Trump, Iran membuka krn sdg dlm posisi lemah shg blokade AS tetap thd kapal dari dan menuju Iran, hingga akhirnya Iran kembali menutup selat, adu urat saraf ini",0,2026-04-18T12:32:44Z
@MoonaLevy-p3j,Presiden kita berkhianat...,0,2026-04-18T12:32:39Z
@MuhammadSopian-gm6el,Tdk usa dilayani usa pembohong,0,2026-04-18T12:32:09Z
@syaifulanwar4423,DARI SAAT ZAMAN NABI MUHAMMAD ADA ORANG ORANG KAFIR KLAU MELAKUKAN PERDAMAIAN PERJANJIAN SELALU MELANGGAR SELALU MENGHIANATI.,0,2026-04-18T12:32:03Z
@elbero8509,USA pembohong,0,2026-04-18T12:31:16Z
@martinatina9555,Allahuakbar Dajjal musnah selamanya.. Amin...,0,2026-04-18T12:30:44Z
@BambangSyarifudin-es5fl,Bisa2 nya orang gila kaya si trump terpilih jd presiden amerika lg,0,2026-04-18T12:30:01Z
@alisyahbana9441,"Amerika tak akan pernah bisa dipercaya.....
Amerika adalah sumber kekacauan di dunia.
Perampok internasional.",0,2026-04-18T12:29:40Z
@esadurasinyaman,Ayoo Iran..maju teruss,0,2026-04-18T12:28:45Z
@lidyalim7615,"Amerika msh kuat ekonomi keburu iran yg bangkrut duluan, jd ini taktik adu kuat, syp yg bakal kelaparan syp yg bs bertahan🙂",0,2026-04-18T12:27:27Z
@bramxxx11,kangker dunia,0,2026-04-18T12:26:39Z
@lidyalim7615,"Iran percuma mau tutup lagi selat hormus. Om bebek udh ketemu cara neken kamu iran😊 sampe iran bangkrut ekonomi trs menyerah ke om donald dan ikut apa yg dimau, baru dibuka blokade😂",0,2026-04-18T12:26:14Z
@RichardAurelius,Berita hoax di sebar tuk menghibur umat...clim clim😂😂😂😂,0,2026-04-18T12:24:43Z
